t5,bart,openai
0.7752138376235962,0.7827053070068359,0.7817639708518982
0.8228578567504883,0.812110185623169,0.8005709052085876
0.7972298860549927,0.8089080452919006,0.8111706376075745
0.7997584342956543,0.8061005473136902,0.8080999851226807
0.797817587852478,0.7830805778503418,0.7898487448692322
0.8141714930534363,0.8093209266662598,0.8087195158004761
0.8189627528190613,0.8398287892341614,0.8190723657608032
0.7988501191139221,0.7988108396530151,0.8014652132987976
0.7986564636230469,0.7856106758117676,0.8032057285308838
0.7956513166427612,0.7949057221412659,0.8062233924865723
0.7939258813858032,0.7985451817512512,0.7983161807060242
0.7952545285224915,0.7978647947311401,0.7971975207328796
0.8141819834709167,0.8268973231315613,0.8016490936279297
0.8066798448562622,0.8185572028160095,0.8035466074943542
0.7866107821464539,0.7954332828521729,0.796136200428009
0.788720428943634,0.7903804183006287,0.7970147728919983
0.8186333775520325,0.8170482516288757,0.8065222501754761
0.8014785051345825,0.8059653043746948,0.8052757382392883
0.7971836924552917,0.8076374530792236,0.8013235926628113
0.7952160835266113,0.7966512441635132,0.7996587157249451
0.806728720664978,0.7976506352424622,0.8000447154045105
0.8093230724334717,0.818936824798584,0.8069620132446289
0.7849831581115723,0.7969650030136108,0.7980519533157349
0.8071450591087341,0.7996190190315247,0.8025913238525391
0.8010774254798889,0.8063347935676575,0.8066444993019104
0.8174576163291931,0.8058605790138245,0.8006714582443237
0.791050910949707,0.7988829612731934,0.8069894313812256
0.809313178062439,0.8092758059501648,0.8096829056739807
0.8068335056304932,0.8024385571479797,0.8140547871589661
0.8107501864433289,0.7933499217033386,0.8065295219421387
0.809776246547699,0.8144168257713318,0.8045356273651123
0.8023284077644348,0.8287144899368286,0.8133124113082886
0.7988844513893127,0.8431015610694885,0.7970418334007263
0.7839933037757874,0.7963724732398987,0.8020287752151489
0.7843602895736694,0.787945032119751,0.797165036201477
0.7757954001426697,0.7913785576820374,0.7923559546470642
0.8108656406402588,0.8086814880371094,0.8068724870681763
0.809857964515686,0.8099396228790283,0.8000195026397705
0.8079955577850342,0.796570897102356,0.7981207966804504
0.7993888854980469,0.8054336309432983,0.801478922367096
0.8106134533882141,0.7936736345291138,0.8030897974967957
0.7952756285667419,0.8086144924163818,0.8075901865959167
0.7832903265953064,0.8065441846847534,0.8011175394058228
0.8068788647651672,0.8037343621253967,0.8054066896438599
0.7933386564254761,0.7971745729446411,0.779164731502533
0.798042356967926,0.8153502345085144,0.815130352973938
0.808454155921936,0.7939082980155945,0.802119255065918
0.7911829948425293,0.7969319224357605,0.8027939796447754
0.794663667678833,0.8037402033805847,0.7999739050865173
0.7910951972007751,0.8261973857879639,0.8270909190177917
0.7905408143997192,0.7763711214065552,0.7939689755439758
0.7846248149871826,0.7968782186508179,0.7862472534179688
0.8182379007339478,0.8044610619544983,0.8087858557701111
0.8211125135421753,0.8136757612228394,0.8227627277374268
0.7923479080200195,0.7968552112579346,0.7992796897888184
0.7984099388122559,0.8016632795333862,0.7991876602172852
0.7986343502998352,0.8001601696014404,0.802014172077179
0.8011334538459778,0.7897576689720154,0.802079975605011
0.8008525371551514,0.7998782396316528,0.8053269386291504
0.7916336059570312,0.8000850677490234,0.7933642864227295
0.8247509598731995,0.8245499730110168,0.8147100210189819
0.7948864102363586,0.8051242828369141,0.8172093629837036
0.8026723265647888,0.801058292388916,0.8051848411560059
0.803673505783081,0.792159378528595,0.8008855581283569
0.7909981608390808,0.7855215072631836,0.7956204414367676
0.8031910061836243,0.7959926128387451,0.8132928013801575
0.8058697581291199,0.8130373954772949,0.8084498643875122
0.7842991352081299,0.800364077091217,0.7979439496994019
0.801622211933136,0.8132176399230957,0.8037303686141968
0.7876712083816528,0.7949473857879639,0.7950074076652527
0.796564519405365,0.7963807582855225,0.7943259477615356
0.7986237406730652,0.8056658506393433,0.8003240823745728
0.7893869876861572,0.7902333736419678,0.7938832640647888
0.7937090992927551,0.7923505306243896,0.8016763925552368
0.7821441888809204,0.7896029949188232,0.7944009900093079
0.7907955646514893,0.7960813045501709,0.8000074625015259
0.794876217842102,0.7820658087730408,0.7982010245323181
0.7839150428771973,0.7852839827537537,0.8006095290184021
0.7902427911758423,0.7896421551704407,0.7961264252662659
0.7955892086029053,0.8004500865936279,0.7953253388404846
0.8010253310203552,0.8261749148368835,0.8177036643028259
0.8098568916320801,0.8152284026145935,0.8221152424812317
0.8046643137931824,0.803142786026001,0.8029725551605225
0.7876895666122437,0.786566972732544,0.8226077556610107
0.7780396938323975,0.7791897058486938,0.7863311171531677
0.8108907341957092,0.7870633006095886,0.7990067005157471
0.7863855957984924,0.7802295088768005,0.7870919704437256
0.796035885810852,0.79557204246521,0.8030306696891785
0.800896942615509,0.7975189685821533,0.8061257004737854
0.8009220957756042,0.801667332649231,0.801011323928833
0.807373046875,0.8022280335426331,0.7998802661895752
0.790705680847168,0.7917847037315369,0.8000748753547668
