t5,bart,openai
0.7373955249786377,0.764556348323822,0.7863371968269348
0.8228578567504883,0.8100453019142151,0.8074101805686951
0.8039366006851196,0.8193563222885132,0.8131365776062012
0.8042705059051514,0.8000603318214417,0.8040440082550049
0.7958387136459351,0.8038654923439026,0.789826512336731
0.8194818496704102,0.8263044357299805,0.8088226914405823
0.8242110013961792,0.8347980976104736,0.8209633827209473
0.8002424836158752,0.7987557649612427,0.8049787878990173
0.7955693602561951,0.7856106758117676,0.8028286099433899
0.7956513166427612,0.7928345203399658,0.8047935366630554
0.7944666743278503,0.7990409135818481,0.7996781468391418
0.7952545285224915,0.7906858921051025,0.7958661913871765
0.8197222352027893,0.8047364354133606,0.8052296042442322
0.8041573762893677,0.8243842124938965,0.8015908002853394
0.7866107821464539,0.7994959354400635,0.7940794825553894
0.788720428943634,0.7889014482498169,0.7996245622634888
0.8163501620292664,0.8003795742988586,0.8086615204811096
0.8199021220207214,0.8151586651802063,0.80894535779953
0.8024682402610779,0.8087654113769531,0.8009103536605835
0.8037754893302917,0.7966512441635132,0.7970612645149231
0.8078946471214294,0.799747109413147,0.7982901334762573
0.8093230724334717,0.8168562054634094,0.8107925057411194
0.7846024036407471,0.801500141620636,0.7982838749885559
0.8036496043205261,0.7910566329956055,0.800369381904602
0.800710916519165,0.8092341423034668,0.8030165433883667
0.8174576163291931,0.8016591668128967,0.8055673241615295
0.7961374521255493,0.8067954182624817,0.8026956915855408
0.809313178062439,0.8037163019180298,0.8102160096168518
0.8050552010536194,0.8084151744842529,0.807121992111206
0.8204202651977539,0.7895755171775818,0.8044255375862122
0.8220261335372925,0.8380077481269836,0.8033891916275024
0.8023284077644348,0.832208514213562,0.8095583915710449
0.7991071939468384,0.7863548398017883,0.7962541580200195
0.7839933037757874,0.7999944090843201,0.7998481392860413
0.7810646891593933,0.784798800945282,0.7968721985816956
0.7755361795425415,0.7753340601921082,0.7856730818748474
0.8132249712944031,0.8235349655151367,0.8080772161483765
0.8075190186500549,0.8207446336746216,0.8044678568840027
0.8079955577850342,0.8030272722244263,0.801590621471405
0.8089378476142883,0.797400712966919,0.8028699159622192
0.8106134533882141,0.7989946007728577,0.8027014136314392
0.8067710995674133,0.8079813122749329,0.8090025782585144
0.7962697744369507,0.8026515245437622,0.802504301071167
0.8009278178215027,0.8044233322143555,0.8064278960227966
0.7934406995773315,0.7870808839797974,0.7886941432952881
0.798042356967926,0.808590829372406,0.8142672777175903
0.8077014684677124,0.8073037266731262,0.7988688349723816
0.7911829948425293,0.7952203750610352,0.8053223490715027
0.794663667678833,0.8027917146682739,0.8006250262260437
0.7913902997970581,0.8153854012489319,0.8272422552108765
0.7887333631515503,0.7832858562469482,0.7923418283462524
0.7874175906181335,0.7763960957527161,0.7862160801887512
0.812799334526062,0.824051022529602,0.8065629005432129
0.8157088756561279,0.8152021765708923,0.8237857222557068
0.8021603226661682,0.7976558208465576,0.7988771200180054
0.8082602024078369,0.7881348729133606,0.7969591617584229
0.7981534600257874,0.7988877296447754,0.799481987953186
0.8002881407737732,0.7888443470001221,0.798798680305481
0.8008525371551514,0.7998782396316528,0.8054283857345581
0.8019894361495972,0.803451657295227,0.7938004732131958
0.8280855417251587,0.8258044123649597,0.8185046315193176
0.7961947917938232,0.8082255721092224,0.8173081278800964
0.8026723265647888,0.8023720383644104,0.8083273768424988
0.7967320680618286,0.7891479134559631,0.7954700589179993
0.7909981608390808,0.7855215072631836,0.7974956631660461
0.8035172820091248,0.7981399297714233,0.8119778633117676
0.7984755039215088,0.8126369118690491,0.8081042170524597
0.7803279757499695,0.7813092470169067,0.8007832169532776
0.8053480982780457,0.8079679012298584,0.8057229518890381
0.7801315188407898,0.7954517006874084,0.794931173324585
0.8052675724029541,0.7972326278686523,0.7942970991134644
0.7968625426292419,0.8031406402587891,0.8005509972572327
0.7928731441497803,0.7898167967796326,0.7942880392074585
0.803439736366272,0.7914389967918396,0.8029720187187195
0.7821441888809204,0.7935618758201599,0.7938690185546875
0.7903231978416443,0.7943030595779419,0.7990413904190063
0.7960464954376221,0.7947909235954285,0.7985392212867737
0.7921438813209534,0.8052787780761719,0.8034479022026062
0.7900702953338623,0.7991389632225037,0.7978490591049194
0.7955892086029053,0.7947028875350952,0.794683039188385
0.8010855317115784,0.8245772123336792,0.8200535774230957
0.8112773895263672,0.828056275844574,0.8220717310905457
0.8006899952888489,0.8007071614265442,0.8037018775939941
0.7876895666122437,0.7875519394874573,0.8228387236595154
0.7779334187507629,0.7796362042427063,0.7750584483146667
