fkgl,compression_ratio,coherence,coverage,fluency
11.9,0.49113872479119985,3.0,4.0,3.0
14.6,0.2822085889570552,2.0,2.0,3.0
12.8,0.5714285714285714,3.0,3.0,4.0
5.4,0.2358490566037736,2.0,2.0,3.0
12.5,0.3279445727482679,3.0,3.0,4.0
8.1,0.4227005870841487,3.0,3.0,4.0
7.2,0.46062992125984253,3.0,3.0,4.0
12.4,0.5671296296296297,4.0,4.0,4.0
6.3,0.46616541353383456,3.0,3.0,4.0
8.9,0.3951143854207057,3.0,4.0,3.0
11.1,0.46036881268197993,4.0,4.0,4.0
10.6,0.465962441314554,3.0,3.0,4.0
10.5,0.2851652574942352,3.0,3.0,4.0
11.5,0.4780701754385965,4.0,4.0,4.0
8.8,0.406352407360726,4.0,4.0,4.0
10.4,0.384321223709369,3.0,3.0,4.0
9.9,0.503358710255262,3.0,4.0,3.0
9.7,0.4409606404269513,4.0,4.0,4.0
11.0,0.5293040293040293,3.0,3.0,4.0
15.0,0.4852625414796018,4.0,4.0,4.0
13.7,0.5316262764822436,4.0,4.0,4.0
2.3,0.2288135593220339,2.0,2.0,3.0
10.5,0.6055045871559633,4.0,3.0,4.0
13.1,0.5157196423420825,3.0,4.0,4.0
11.9,0.48097710443441993,3.5,4.0,3.5
6.8,0.4612903225806452,3.0,3.0,4.0
12.7,0.5350553505535055,3.0,4.0,3.0
10.5,0.4855769230769231,3.0,3.0,4.0
13.0,0.4358264081255771,4.0,4.0,4.0
7.9,0.41603053435114506,4.0,4.0,4.0
9.9,0.4938747731397459,3.0,4.0,3.0
9.4,0.5390946502057613,4.0,3.0,4.0
10.3,0.46351750316322227,4.0,4.0,4.0
9.3,0.3767605633802817,3.0,3.0,4.0
6.8,0.27111111111111114,2.0,2.0,3.0
12.1,0.22842639593908629,3.0,2.0,4.0
9.6,0.43429286608260326,3.0,3.0,4.0
5.2,0.211864406779661,2.0,2.0,3.0
12.4,0.5052701469001577,4.0,4.0,4.0
10.7,0.48654862062218746,4.0,4.0,4.0
8.4,0.45341348218119365,3.0,4.0,3.0
13.0,0.5,4.0,4.0,4.0
12.6,0.5135542168674698,4.0,4.0,4.0
11.8,0.4200743494423792,3.0,3.0,4.0
9.9,0.42733908427339085,4.0,4.0,4.0
10.7,0.5077498663816141,4.0,4.0,4.0
12.0,0.5032258064516129,3.0,3.0,4.0
12.5,0.5,4.0,4.0,4.0
10.5,0.4774052478134111,3.0,4.0,4.0
13.7,0.43789035392088826,4.0,4.0,4.0
15.1,0.47950976637303716,4.0,4.0,4.0
9.6,0.5214723926380368,3.0,3.0,4.0
11.0,0.41688654353562005,4.0,3.0,4.0
11.9,0.43379978471474706,3.0,4.0,4.0
14.6,0.3542600896860987,2.0,2.0,3.0
9.4,0.4495397489539749,3.0,4.0,4.0
11.6,0.45223279648609077,4.0,4.0,4.0
11.4,0.5012875536480687,4.0,4.0,4.0
9.7,0.4012539184952978,3.0,3.0,4.0
4.9,0.25146198830409355,2.0,2.0,3.0
11.3,0.4704,4.0,4.0,4.0
8.9,0.40746500777604977,4.0,4.0,4.0
8.3,0.43167701863354035,3.0,4.0,4.0
8.0,0.35451505016722407,3.0,3.0,4.0
8.3,0.45991448423303044,4.0,4.0,4.0
14.4,0.5220760920620009,4.0,4.0,4.0
10.0,0.47257019438444925,3.0,3.0,4.0
9.3,0.46105919003115264,4.0,3.0,4.0
6.0,0.2841648590021692,2.0,2.0,3.0
9.7,0.49281243992566803,3.0,4.0,3.5
9.9,0.44898664210041456,4.0,4.0,4.0
12.4,0.6464088397790055,3.0,3.0,4.0
9.7,0.5758754863813229,3.0,3.0,4.0
8.9,0.494949494949495,3.0,4.0,4.0
6.8,0.2979094076655052,3.0,3.0,4.0
8.0,0.3157894736842105,3.0,3.0,4.0
7.5,0.4494949494949495,3.0,3.0,4.0
11.8,0.5028901734104047,3.0,3.0,4.0
8.7,0.48727833461835,3.0,4.0,3.0
9.9,0.3469387755102041,4.0,4.0,4.0
11.3,0.5043174068989948,3.0,4.0,4.0
7.1,0.24309978768577495,2.0,2.0,3.0
10.3,0.42052836725855347,3.0,4.0,3.0
7.6,0.4444444444444444,4.0,3.0,4.0
11.0,0.5251485148514852,3.0,4.0,3.0
7.9,0.2459016393442623,3.0,3.0,4.0
12.1,0.4550365785030951,3.0,4.0,3.0
5.5,0.4010416666666667,3.0,3.0,4.0
10.6,0.5057471264367817,3.0,3.0,4.0
8.7,0.44132817537072855,4.0,4.0,4.0
9.6,0.49700724561587734,3.0,4.0,3.0
9.1,0.47110162916989917,4.0,4.0,4.0
12.8,0.44108761329305135,4.0,4.0,4.0
11.0,0.5050132608836276,3.0,4.0,3.0
7.7,0.40336134453781514,3.0,3.0,4.0
4.6,0.319672131147541,3.0,2.0,4.0
5.5,0.42857142857142855,3.0,2.0,4.0
10.7,0.40325936199722606,4.0,4.0,4.0
10.5,0.498416050686378,4.0,4.0,4.0
8.3,0.372848948374761,3.0,3.0,4.0
11.1,0.46714438176551304,3.0,4.0,3.0
11.2,0.5057382133995038,4.0,4.0,4.0
10.7,0.5077661677492233,4.0,4.0,4.0
11.9,0.46644962922770844,3.0,4.0,4.0
13.2,0.49167397020157755,3.0,4.0,3.0
11.9,0.4865464344941957,3.0,4.0,3.0
12.6,0.5372424722662441,4.0,4.0,4.0
9.0,0.507482993197279,3.0,4.0,3.0
20.8,0.45226130653266333,3.0,2.0,4.0
11.0,0.4543478260869565,3.0,4.0,4.0
